datetime,close,high,low,open,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2018-01-02,40.381004333496094,40.390383093959265,39.67774753061909,39.88872671765163,102223600
2018-01-03,40.37395095825195,40.917804318609534,40.31066045446248,40.44427731718746,118071600
2018-01-04,40.561500549316406,40.66464543398791,40.33880331756572,40.44663400466889,89738400
2018-01-05,41.02330780029297,41.110041649304335,40.56619165733656,40.65761488592784,94640000
2018-01-08,40.87093734741211,41.1663038787812,40.77247826000714,40.87093734741211,82271200
2018-01-09,40.86623764038086,41.03736239552762,40.65057273241356,40.917810072389095,86336000
2018-01-10,40.856868743896484,40.859215222157154,40.554469935001535,40.591977817686534,95839600
2018-01-11,41.08894348144531,41.13817302307532,40.90375412891968,40.927193872166164,74670800
2018-01-12,41.513240814208984,41.57653491672932,41.175677036698445,41.29991876356713,101672400
2018-01-16,41.302268981933594,42.05240879047136,41.29054732085747,41.703123321316056,118263600
2018-01-17,41.98442840576172,42.01958981164469,41.03972048025275,41.29288975650762,137547200
2018-01-18,42.02192306518555,42.218837623766504,41.7851613070516,42.047709282562344,124773600
2018-01-19,41.834373474121094,42.09692134063965,41.588233060786735,41.86953485733468,129700400
2018-01-22,41.49213790893555,41.67498433220892,41.398371796417685,41.5624642817979,108434400
2018-01-23,41.50151824951172,42.064125725414605,41.4499493850786,41.562469449479835,130756400
2018-01-24,40.84046173095703,41.56247238433268,40.60135344739043,41.55075072374585,204420400
2018-01-25,40.11140823364258,41.0115757292618,39.97544487592702,40.90843086637774,166116000
2018-01-26,40.20518493652344,40.32005148718261,39.86527824112005,40.32005148718261,156572000
2018-01-29,39.37298583984375,39.88870651874562,39.16435323704924,39.88870651874562,202561600
2018-01-30,39.14092254638672,39.23468867207913,38.60879066186384,38.80335877077658,184192800
2018-01-31,39.248748779296875,39.485514121767004,39.030740952174725,39.11747478744508,129915600
2018-02-01,39.3307991027832,39.527710102026376,39.09169084544609,39.18780344398676,188923200
2018-02-02,37.624229431152344,39.10106905879282,37.53046331194743,38.91353324343483,346375200
2018-02-05,36.684207916259766,38.4165631120856,36.56934138957845,37.29604127104793,290954000
2018-02-06,38.21731948852539,38.37906912938004,36.1005167472301,36.29508489659518,272975200
2018-02-07,37.39917755126953,38.30403435363656,37.28900399494561,38.23136509061663,206434400
2018-02-08,36.370079040527344,37.74143058898043,36.34194992632642,37.57499165041441,217562000
2018-02-09,36.814945220947266,37.16329865334211,35.362684244764615,36.970293332303825,282690400
2018-02-12,38.297813415527344,38.575553796967,37.073862281325994,37.306884493194126,243278000
2018-02-13,38.681461334228516,38.777965783274304,38.048303078509086,38.11891617760433,130196800
2018-02-14,39.394649505615234,39.434662760544875,38.33781974683445,38.375476956953584,162579600
2018-02-15,40.71746063232422,40.740995941616454,39.77831451733618,39.96425890433248,204588800
2018-02-16,40.585655212402344,41.14820415744849,40.43031064986033,40.5691808520486,160704400
2018-02-20,40.44912338256836,41.016373396035,40.347910444638984,40.49619758069618,135722000
2018-02-21,40.265533447265625,40.983423084452475,40.251407954764694,40.679791439011055,149886400
2018-02-22,40.60212326049805,40.94341575220747,40.416178884970336,40.43736173948644,123967600
2018-02-23,41.30826187133789,41.3435666414523,40.84692585648885,40.87752571827672,135249600
2018-02-26,42.12500762939453,42.22386456603463,41.47537479224562,41.50832710445898,152648800
2018-02-27,41.98847961425781,42.48041172327539,41.93434445561561,42.15559717989041,155712400
2018-02-28,41.9249267578125,42.51336331613137,41.90845240177607,42.19325368474463,151128400
2018-03-01,41.1905632019043,42.31565372661089,40.63978739020082,42.023787871542986,195208000
2018-03-02,41.47536849975586,41.49655135620795,40.590357520525785,40.672740084326755,153816000
2018-03-05,41.61894607543945,41.835490315892,41.077583678542055,41.23999275676447,113605600
2018-03-06,41.583641052246094,41.95553344872215,41.4565403152002,41.875506925710575,95154000
2018-03-07,41.1976318359375,41.39064080629426,41.0187483639137,41.1764489757372,126814000
2018-03-08,41.647178649902344,41.68954435025559,41.207029335754214,41.30353018373586,95096400
2018-03-09,42.36270523071289,42.36741372675542,41.753086084056264,41.88725128479213,128740800
2018-03-12,42.772274017333984,42.9299745735784,42.416859652502374,42.43568646057892,128828400
2018-03-13,42.360374450683594,43.19124664653415,42.18855196829092,42.977054861142236,126774000
2018-03-14,42.000247955322266,42.48982759809608,41.85196079476881,42.44275339219184,117473600
2018-03-15,42.049678802490234,42.42392721680228,41.91316466923111,42.01437404242875,90975200
2018-03-16,41.901390075683594,42.16029999793045,41.80723807452251,42.049673641273436,157618800
2018-03-19,41.26117706298828,41.77193962497624,40.875162778781466,41.73663486391824,133787200
2018-03-20,41.24704360961914,41.614227387941526,41.17643051574226,41.24704360961914,78597600
2018-03-21,40.31261444091797,41.21174367230431,40.31025839600515,41.199974222335854,148219600
2018-03-22,39.74300765991211,40.644489331080045,39.684164002489396,40.01368704744385,165963200
2018-03-23,38.82270431518555,39.99486933737183,38.82270431518555,39.63474632699211,164115200
2018-03-26,40.665687561035156,40.743361642324615,39.17576529237268,39.559427199232864,150164800
2018-03-27,39.62296676635742,41.22586751967293,39.288735202377374,40.87986650516944,163690400
2018-03-28,39.1851692199707,40.0183974601968,38.8815375134174,39.36640869913229,166674000
2018-03-29,39.49114990234375,40.425587346973295,39.28401910609397,39.49821085298578,153594000
2018-04-02,39.232234954833984,39.764183827052186,38.712059121958525,39.22282155150351,150347200
2018-04-03,39.634742736816406,39.71947776637932,38.808578892227466,39.458211724521384,121112000
2018-04-04,40.39264678955078,40.48679521983576,38.78268492756375,38.808576284621985,138422000
2018-04-05,40.6727409362793,41.00932496761989,40.5032708980485,40.6209582250681,107732800
2018-04-06,39.63237762451172,40.597411361910254,39.59000832749653,40.241996996959315,140021200
2018-04-09,40.02547073364258,40.7410082821338,39.97839650926724,39.98545746334688,116070800
2018-04-10,40.778648376464844,40.9551793218175,40.37380378780024,40.719804728013955,113634400
2018-04-11,40.58800506591797,40.936358540960995,40.413826532630395,40.53857480933227,89726400
2018-04-12,40.98814392089844,41.19056627597308,40.72923035340795,40.81632142149058,91557200
2018-04-13,41.127017974853516,41.38828402058279,40.919890692933755,41.13878742748744,100497200
2018-04-16,41.383567810058594,41.47065527100543,41.150545641067694,41.19761984721377,86313600
2018-04-17,41.95318603515625,42.11794759983636,41.52244992150718,41.541280327689584,106421600
2018-04-18,41.859031677246094,42.08970144650777,41.633073998684004,41.85197072426181,83018000
2018-04-19,40.6727409362793,41.28236042827309,40.63978862837509,40.898698592898896,139235200
2018-04-20,39.00627899169922,40.300839291446216,38.938018346454996,40.15490818876477,261964400
2018-04-23,38.89330291748047,39.28873054920499,38.62261995362777,39.26754769569081,146062000
2018-04-24,38.35194778442383,39.14986774043818,37.947103080746636,38.99451960242738,134768000
2018-04-25,38.51906204223633,38.93567620006558,38.227199759614614,38.27662642743111,113528400
2018-04-26,38.653221130371094,39.008635520485086,38.453151262893755,38.62968223130373,111852000
2018-04-27,38.20601272583008,38.679114452308156,37.808229015445676,38.601440391268724,142623200
2018-04-30,38.89800262451172,39.368751794516115,38.093021974787945,38.161282615696024,169709600
2018-05-01,39.801856994628906,39.825392306035944,38.900371603342236,39.1686985758024,214277600
2018-05-02,41.56010437011719,41.837844737830906,40.90811557307444,41.24469960427315,266157600
2018-05-03,41.635433197021484,41.77901191684775,41.0587658635181,41.39770602779867,136272800
2018-05-04,43.2689208984375,43.36777781715899,41.93669956186944,41.95552996422572,224805200
2018-05-07,43.581966400146484,44.17275541558147,43.48546194198825,43.586671306740726,169805600
2018-05-08,43.791446685791016,43.83145993830345,43.231253967553805,43.54195017510666,113611200
2018-05-09,44.099796295166016,44.109209701260625,43.596094668095986,43.90914339584278,92844800
2018-05-10,44.730594635009766,44.808268696550556,44.16804939372825,44.18923584071716,111957200
2018-05-11,44.56047821044922,44.90781348080531,44.29111653194672,44.77313444424495,104848800
2018-05-14,44.456504821777344,44.78257548729426,44.38798455421709,44.65970770522713,83115200
2018-05-15,44.05247116088867,44.20133015878554,43.73585375444353,44.132806274992966,94780800
2018-05-16,44.463584899902344,44.529747236177116,43.94849140859922,43.96503289401302,76732400
2018-05-17,44.18242263793945,44.63608416033303,44.03356365522016,44.42106643093434,69176000
2018-05-18,44.02174377441406,44.37616713616014,43.97921470158735,44.22967330036031,73190800
2018-05-21,44.333656311035156,44.72115920182489,44.16353273894382,44.42107962252735,73603200
2018-05-22,44.22259521484375,44.62900105083375,44.13280678898637,44.5108599032874,60962800
2018-05-23,44.50613021850586,44.53920959335198,43.89179485092774,44.03120413563344,80233600
2018-05-24,44.456504821777344,44.6195401545358,43.99812027574511,44.603002271489295,92936000
2018-05-25,44.5581169128418,44.810937101007575,44.33837249733596,44.475416665046545,69844000
2018-05-29,44.397438049316406,44.598279425304774,44.15406759439294,44.32655625109124,90056400
2018-05-30,44.30290603637695,44.421047119140624,44.13278258876689,44.35488840122334,74762000
2018-05-31,44.15406799316406,44.47541203441879,43.981582940289385,44.23676823234885,109931200
2018-06-01,44.950340270996094,44.95506332051401,44.36199612169782,44.41870516434459,93770000
2018-06-04,45.326026916503906,45.701714849155046,45.21261243983928,45.28113270970008,105064800
2018-06-05,45.67572021484375,45.8245791829507,45.451252803117086,45.6190147834742,86264000
2018-06-06,45.83403015136719,45.857659818677284,45.34728928997988,45.75133352654392,83734400
2018-06-07,45.71117401123047,45.88602060068684,45.44653539128888,45.87184423996137,85388800
2018-06-08,45.29530715942383,45.36619255636937,44.839284141914064,45.170077853818505,106627200
2018-06-11,45.18424987792969,45.35910002623908,44.943244598966245,45.212606197216516,73234000
2018-06-12,45.4323616027832,45.51033519656956,45.165361442731324,45.22207049422554,67644400
2018-06-13,45.059024810791016,45.57412199581187,44.9975927231053,45.46543057334217,86553600
2018-06-14,45.0826530456543,45.26459138372451,44.945608910973704,45.25986472932009,86440400
2018-06-15,44.619529724121094,44.93142395829408,44.48248561565541,44.90070611861274,246876800
2018-06-18,44.595909118652344,44.709323578860406,44.232032467637985,44.392706257865036,73939600
2018-06-19,43.87525939941406,44.02647992215143,43.345985767142466,43.745303417675316,134314000
2018-06-20,44.066646575927734,44.23204345594069,43.884708205222694,44.031205674989806,82514800
2018-06-21,43.8209114074707,44.503767023974675,43.6980436174885,44.24385508466258,102847600
2018-06-22,43.69330596923828,43.983932078887705,43.64132359445475,43.97684390099727,108801600
2018-06-25,43.04354476928711,43.693321073318046,42.70329769140621,43.33417097940136,126652400
2018-06-26,43.5775260925293,44.07372017377777,43.13095286155782,43.2372827399542,98276800
2018-06-27,43.513729095458984,44.250928376566435,43.48301125695281,43.7665491646572,101141200
2018-06-28,43.83036422729492,43.998126237389926,43.428685060573926,43.49957046773212,69460800
2018-06-29,43.73820877075195,44.22967629833149,43.21838852603281,44.01702010364107,90950800
2018-07-02,44.22731399536133,44.255670319694616,43.338893949514286,43.433409021656324,70925200
2018-07-03,43.457035064697266,44.40925233310828,43.36724664755097,44.371446304269696,55819200
2018-07-05,43.80672073364258,44.04536807559281,43.54208580949544,43.77364136812418,66416800
2018-07-06,44.41397476196289,44.52266257780522,43.75947192082518,43.81145430418665,69940800
2018-07-09,45.03066635131836,45.054292410316194,44.728225395253574,44.775481118629834,79026400
2018-07-10,44.97633361816406,45.19607440885067,44.936162457669376,45.061395383515986,63756400
2018-07-11,44.39271545410156,44.8416503392362,44.328918229664474,44.53920931244165,75326000
2018-07-12,45.13701248168945,45.22680091936006,44.730606592229684,44.782588992419804,72164400
