datetime,open,high,low,close,volume
2018-01-01,100.34531191237997,100.4692110793274,100.07731046757935,100.34531191237997,2080
2018-01-02,100.34531191237997,100.58423876125167,99.20680920391217,99.34687516631236,1646
2018-01-03,99.34687516631236,100.16075578793021,99.20498048135697,100.1352755843068,4688
2018-01-04,100.1352755843068,101.29050476961243,99.8542333332047,101.12199657815688,5641
2018-01-05,101.12199657815688,101.36531423926202,99.19016308816568,99.20786773183546,7017
2018-01-08,99.20786773183546,99.48308077391434,97.90031671507721,97.9635556016898,5334
2018-01-09,97.9635556016898,98.37027167625789,97.79140287634479,98.12811608923045,5631
2018-01-10,98.12811608923045,98.13899969266254,97.80002908514844,97.85741850068665,9295
2018-01-11,97.85741850068665,97.98956337549659,97.6579282239186,97.88012292255472,4013
2018-01-12,97.88012292255472,97.89442275992339,97.0251838311496,97.08754091284992,5441
2018-01-15,97.08754091284992,98.0164016105097,97.0586601935305,97.98427777140552,6016
2018-01-16,97.98427777140552,98.98900879854922,97.9234338972751,98.78887075713324,5214
2018-01-17,98.78887075713324,99.10528300542322,98.6635865035042,98.89367283727954,9713
2018-01-18,98.89367283727954,100.28700704091077,98.84141594728193,100.05476372061537,9659
2018-01-19,100.05476372061537,100.8249426162871,100.0143339844291,100.56384171036947,5618
2018-01-22,100.56384171036947,100.78692191782407,99.48587360909133,99.7432956606773,5055
2018-01-23,99.7432956606773,100.39245781209792,99.64742324165553,100.15183154176019,6300
2018-01-24,100.15183154176019,100.16654295741382,99.12836850551075,99.23576900255372,2627
2018-01-25,99.23576900255372,100.22186565681065,99.2193145977839,100.15139858680726,4833
2018-01-26,100.15139858680726,100.33825038215193,100.0340955959012,100.1414581414801,2952
2018-01-29,100.1414581414801,100.3992598992998,99.91705651210671,99.99649588155604,2296
2018-01-30,99.99649588155604,99.99784587173103,99.17566923303912,99.35763829655829,1856
2018-01-31,99.35763829655829,100.77536788843973,99.29641701184102,100.62002184150765,6283
2018-02-01,100.62002184150765,100.82446786025872,100.23699311303483,100.50484821810169,1005
2018-02-02,100.50484821810169,100.51377524640174,99.83609514421701,100.11531674888971,6815
2018-02-05,100.11531674888971,100.23586226520987,99.77342003765281,99.803310447628,4887
2018-02-06,99.803310447628,100.64583264522533,99.77115293585962,100.37613155119848,4298
2018-02-07,100.37613155119848,100.98699007909643,100.341403486029,100.78392675069875,7923
2018-02-08,100.78392675069875,101.3134253671231,100.59659888306386,101.2412428828587,5848
2018-02-09,101.2412428828587,101.97926401327257,101.20419801426955,101.71903180074027,7601
2018-02-12,101.71903180074027,104.07111336474192,101.45892128842846,103.96256664459005,7385
2018-02-13,103.96256664459005,104.22871435132392,103.34794163670037,103.58232923788553,1289
2018-02-14,103.58232923788553,103.67522507696687,102.84076949851013,103.09432241475913,2939
2018-02-15,103.09432241475913,103.27689841357666,102.13823749365629,102.29968497218651,6129
2018-02-16,102.29968497218651,103.0955779754271,101.99380567791441,102.97295569939256,9779
2018-02-19,102.97295569939256,104.26964103162987,102.9593091766371,104.18374412333023,2388
2018-02-20,104.18374412333023,104.46083878195398,103.98140821975117,104.10673137125683,1950
2018-02-21,104.10673137125683,104.16532066641469,103.17667280530212,103.27703846475617,9469
2018-02-22,103.27703846475617,103.30331573466711,102.17839592719425,102.47001909429466,9701
2018-02-23,102.47001909429466,103.28595896869919,102.29268623399865,103.18011878229716,2506
2018-02-26,103.18011878229716,104.21533964616944,102.93057014356975,103.99145462958231,4615
2018-02-27,103.99145462958231,104.85302809790764,103.93831254404664,104.59965689106328,6639
2018-02-28,104.59965689106328,104.9130615325569,103.64223844206023,103.94741791909799,2757
2018-03-01,103.94741791909799,104.32337799604018,103.79192103898757,104.23070791503588,3936
2018-03-02,104.23070791503588,104.52191091597281,104.07634054507315,104.39415065545757,4557
2018-03-05,104.39415065545757,104.70751703694182,104.0900865955949,104.66455602198383,6774
2018-03-06,104.66455602198383,105.80501824937494,104.54500847133384,105.62285939839097,3772
2018-03-07,105.62285939839097,106.21857992187834,105.49689620906322,105.90164382450038,4710
2018-03-08,105.90164382450038,106.89000831862384,105.7158650071268,106.66572836829178,3606
2018-03-09,106.66572836829178,106.97121155770654,106.62475189337115,106.7805401119638,7836
2018-03-12,106.7805401119638,107.25866104937298,106.67768302213246,107.13255453963164,2377
2018-03-13,107.13255453963164,108.15029830791761,107.07045783620605,107.85414202046861,3076
2018-03-14,107.85414202046861,108.01492555986273,106.30351172979923,106.33646012847322,3249
2018-03-15,106.33646012847322,106.37932443423352,105.76394655104795,106.03948313016191,9152
2018-03-16,106.03948313016191,106.15571676031549,105.39742681943048,105.58409881967623,9500
2018-03-19,105.58409881967623,105.60537401627927,104.8407366020553,104.95366867803284,5501
2018-03-20,104.95366867803284,105.01726400103735,104.57879634605581,104.70716818574071,2407
2018-03-21,104.70716818574071,106.33239585111563,104.5716187870574,106.32675985841253,7804
2018-03-22,106.32675985841253,106.4713472129036,105.2519950525001,105.4522961577027,5428
2018-03-23,105.4522961577027,106.72370262061727,105.15910627667914,106.52092716857192,8647
2018-03-26,106.52092716857192,106.63063066271965,104.4919992043977,104.78522376791342,4239
2018-03-27,104.78522376791342,104.91737316189882,104.35397762297806,104.47668297327408,9989
2018-03-28,104.47668297327408,104.98998273577115,104.37348222445489,104.68872754111196,8263
2018-03-29,104.68872754111196,105.58401848307513,104.54706908861317,105.34636873024421,3015
2018-03-30,105.34636873024421,106.31295944517554,105.16687930368447,106.14073867628562,7529
2018-04-02,106.14073867628562,107.12031774986689,105.99368559351997,107.0289554119612,3582
2018-04-03,107.0289554119612,107.31696930310285,106.48817465158655,106.6990397203063,4148
2018-04-04,106.6990397203063,106.77429363014285,106.07263113033741,106.24934472919523,3253
2018-04-05,106.24934472919523,107.31237260634762,106.1471172791531,107.20773483479664,7139
2018-04-06,107.20773483479664,107.50011117351353,106.93462061490172,107.04564754884305,3365
2018-04-09,107.04564754884305,107.21570306548007,105.61095104927824,105.73103807458696,6749
2018-04-10,105.73103807458696,105.96649621670706,104.55169740698229,104.58139008254412,6242
2018-04-11,104.58139008254412,104.76673281781714,103.61403419226815,103.66567917899448,7757
2018-04-12,103.66567917899448,104.42834098828979,103.44079292872516,104.22402878749774,9941
2018-04-13,104.22402878749774,104.50811348980614,104.10236910690935,104.41433376903085,1079
2018-04-16,104.41433376903085,105.25602023850281,104.34713093736876,105.17985780114564,9912
2018-04-17,105.17985780114564,105.28161689879713,104.59647447152172,104.77333366417207,1984
2018-04-18,104.77333366417207,105.03051244393517,104.53585247443193,104.98155695169771,5740
2018-04-19,104.98155695169771,105.95983421196506,104.9004831505181,105.68263467499068,4068
2018-04-20,105.68263467499068,105.77243752149913,105.13693825665264,105.39836516231516,6751
2018-04-23,105.39836516231516,106.10168520037503,105.1050926746614,105.92326083762869,7495
2018-04-24,105.92326083762869,106.17492637846163,105.07788390670856,105.26654087354572,8739
2018-04-25,105.26654087354572,105.51407223148752,104.71644991667631,104.92702197381935,4617
2018-04-26,104.92702197381935,105.0650176675818,104.55256510991748,104.56905857535273,9396
2018-04-27,104.56905857535273,104.71846391054837,103.07415843430313,103.36736613659723,3901
2018-04-30,103.36736613659723,104.22361037525894,103.24565579690785,103.91352149056495,2834
2018-05-01,103.91352149056495,104.12382088882956,103.18148790840468,103.4682710395763,4412
2018-05-02,103.4682710395763,103.77560052435197,103.28855362920625,103.52260005514266,5756
2018-05-03,103.52260005514266,104.34486430635556,103.52116560494649,104.06309662363485,7013
2018-05-04,104.06309662363485,104.81770597889248,104.05106422423586,104.57062968357182,8495
2018-05-07,104.57062968357182,105.36936720214035,104.35717421469947,105.31086301225304,3023
2018-05-08,105.31086301225304,105.48847106764343,105.0716282253737,105.24928945133212,3728
2018-05-09,105.24928945133212,105.2814623143019,104.83829735227597,104.84664286318008,9448
2018-05-10,104.84664286318008,105.05201294224406,104.57125293993849,104.80500792131376,4958
2018-05-11,104.80500792131376,105.1053841344803,102.82911190223265,103.0926616950812,3174
2018-05-14,103.0926616950812,103.25123843481654,101.50080451475696,101.65219028791847,9870
2018-05-15,101.65219028791847,101.78422809462177,100.21639937241893,100.35662490663717,5040
2018-05-16,100.35662490663717,100.36741607931624,99.39891551879286,99.40054760883872,9865
2018-05-17,99.40054760883872,100.12611599186667,99.16596737224413,99.83864821915307,9273
2018-05-18,99.83864821915307,99.86949916539257,98.88009295612346,98.97829409246997,9154
2018-05-21,98.97829409246997,98.9904919082045,98.38409717973893,98.64415185560395,6236
2018-05-22,98.64415185560395,100.04790881787433,98.53375111985271,99.9741079479314,8186
2018-05-23,99.9741079479314,99.9937619879547,99.48948099816093,99.65842532243477,9644
2018-05-24,99.65842532243477,100.57343630821981,99.57759981170238,100.43630524459162,3422
2018-05-25,100.43630524459162,100.59180710041183,99.49483070405478,99.54278692860338,1339
2018-05-28,99.54278692860338,99.63612918011269,99.1472149647627,99.37824192002661,3887
2018-05-29,99.37824192002661,99.39343500952369,98.3312708198645,98.47798050234492,6732
2018-05-30,98.47798050234492,98.51095103901042,98.0259151363641,98.18393862850597,5925
2018-05-31,98.18393862850597,99.16633323267234,97.89957360632307,99.0520753627944,1725
2018-06-01,99.0520753627944,99.07006176881299,97.11322787069142,97.39477080480037,6046
2018-06-04,97.39477080480037,98.06290263945485,97.14476559979795,97.85793243047769,2569
2018-06-05,97.85793243047769,98.19104135904875,97.8028552579935,98.13009652188322,5549
2018-06-06,98.13009652188322,98.21902345848699,97.41383123947645,97.58781255637307,6181
2018-06-07,97.58781255637307,97.70319817377374,95.9717730214594,96.22527294833847,6730
2018-06-08,96.22527294833847,96.45363044324617,96.11717426485615,96.3332303879533,4712
2018-06-11,96.3332303879533,96.33371033195841,95.83376148297822,95.86283845513393,4674
2018-06-12,95.86283845513393,96.15690847197428,95.62961483806232,96.12459031647768,7107
2018-06-13,96.12459031647768,96.43301643449418,95.98566234446538,96.1840638288897,7742
